case_id,cluster,angle_stratum,internal_method,internal_method_key,metric,online,internal,internal_advantage
aist__gBR_sBM_cAll_d06_mBR3_ch02__mc150-4,aist__gBR_sBM_cAll_d06_mBR3_ch02__mc150-4,,Human3R,m0_strict_human3r,Boundary-camera-translation_m,6.278415372994718,4.78658206703945,1.491833305955268
aist__gBR_sBM_cAll_d06_mBR3_ch02__mc150-4,aist__gBR_sBM_cAll_d06_mBR3_ch02__mc150-4,,Human3R,m0_strict_human3r,Coverage,0.98,1.0,0.020000000000000018
aist__gBR_sBM_cAll_d06_mBR3_ch02__mc150-4,aist__gBR_sBM_cAll_d06_mBR3_ch02__mc150-4,,BRIDGE3R,m15_bridge3r_fixed_v19,PA-MPJPE_mm,50.024093033493884,49.43025924567498,0.5938337878189017
aist__gBR_sBM_cAll_d06_mBR3_ch02__mc150-4,aist__gBR_sBM_cAll_d06_mBR3_ch02__mc150-4,,BRIDGE3R,m15_bridge3r_fixed_v19,Anchor-MPJPE_mm,1888.2776676156443,979.3159989667395,908.9616686489048
aist__gBR_sBM_cAll_d06_mBR3_ch02__mc150-4,aist__gBR_sBM_cAll_d06_mBR3_ch02__mc150-4,,BRIDGE3R,m15_bridge3r_fixed_v19,Anchor-root_mm,1858.537196743702,952.7146831621435,905.8225135815585
aist__gBR_sBM_cAll_d06_mBR3_ch02__mc150-4,aist__gBR_sBM_cAll_d06_mBR3_ch02__mc150-4,,BRIDGE3R,m15_bridge3r_fixed_v19,Orientation_deg,40.136219626786655,28.471382725690873,11.664836901095782
aist__gBR_sBM_cAll_d06_mBR3_ch02__mc150-4,aist__gBR_sBM_cAll_d06_mBR3_ch02__mc150-4,,BRIDGE3R,m15_bridge3r_fixed_v19,Seam-root_mm,244.9627642222528,628.8037376197968,-383.8409733975441
aist__gBR_sBM_cAll_d06_mBR3_ch02__mc150-4,aist__gBR_sBM_cAll_d06_mBR3_ch02__mc150-4,,BRIDGE3R,m15_bridge3r_fixed_v19,Seam-orientation_deg,43.84357865013928,64.53138349962514,-20.687804849485858
aist__gBR_sBM_cAll_d06_mBR3_ch02__mc150-4,aist__gBR_sBM_cAll_d06_mBR3_ch02__mc150-4,,BRIDGE3R,m15_bridge3r_fixed_v19,Camera-rotation_deg,49.8709371049243,32.44035039348423,17.43058671144007
aist__gBR_sBM_cAll_d06_mBR3_ch02__mc150-4,aist__gBR_sBM_cAll_d06_mBR3_ch02__mc150-4,,BRIDGE3R,m15_bridge3r_fixed_v19,Camera-translation_m,4.9753373640297,2.6871439856540755,2.2881933783756248
aist__gBR_sBM_cAll_d06_mBR3_ch02__mc150-4,aist__gBR_sBM_cAll_d06_mBR3_ch02__mc150-4,,BRIDGE3R,m15_bridge3r_fixed_v19,Boundary-camera-rotation_deg,86.95537033504006,60.14742401232598,26.80794632271408
aist__gBR_sBM_cAll_d06_mBR3_ch02__mc150-4,aist__gBR_sBM_cAll_d06_mBR3_ch02__mc150-4,,BRIDGE3R,m15_bridge3r_fixed_v19,Boundary-camera-translation_m,6.278415372994718,4.81767972427781,1.4607356487169074
aist__gBR_sBM_cAll_d06_mBR3_ch02__mc150-4,aist__gBR_sBM_cAll_d06_mBR3_ch02__mc150-4,,BRIDGE3R,m15_bridge3r_fixed_v19,Coverage,0.98,1.0,0.020000000000000018
aist__gBR_sBM_cAll_d06_mBR4_ch01__mc150-4,aist__gBR_sBM_cAll_d06_mBR4_ch01__mc150-4,,Human3R,m0_strict_human3r,PA-MPJPE_mm,60.46279351509142,61.22507213730443,-0.7622786222130102
aist__gBR_sBM_cAll_d06_mBR4_ch01__mc150-4,aist__gBR_sBM_cAll_d06_mBR4_ch01__mc150-4,,Human3R,m0_strict_human3r,Anchor-MPJPE_mm,1140.914711782348,383.25256635548806,757.6621454268599
aist__gBR_sBM_cAll_d06_mBR4_ch01__mc150-4,aist__gBR_sBM_cAll_d06_mBR4_ch01__mc150-4,,Human3R,m0_strict_human3r,Anchor-root_mm,1082.7223198340882,327.631410062779,755.0909097713093
aist__gBR_sBM_cAll_d06_mBR4_ch01__mc150-4,aist__gBR_sBM_cAll_d06_mBR4_ch01__mc150-4,,Human3R,m0_strict_human3r,Orientation_deg,37.356760454816225,30.941565967254185,6.41519448756204
aist__gBR_sBM_cAll_d06_mBR4_ch01__mc150-4,aist__gBR_sBM_cAll_d06_mBR4_ch01__mc150-4,,Human3R,m0_strict_human3r,Seam-root_mm,353.60363253668066,210.76355085737842,142.84008167930224
aist__gBR_sBM_cAll_d06_mBR4_ch01__mc150-4,aist__gBR_sBM_cAll_d06_mBR4_ch01__mc150-4,,Human3R,m0_strict_human3r,Seam-orientation_deg,37.89140873140574,58.19923019299538,-20.30782146158964
aist__gBR_sBM_cAll_d06_mBR4_ch01__mc150-4,aist__gBR_sBM_cAll_d06_mBR4_ch01__mc150-4,,Human3R,m0_strict_human3r,Camera-rotation_deg,42.534900960853875,34.230672025834075,8.3042289350198
aist__gBR_sBM_cAll_d06_mBR4_ch01__mc150-4,aist__gBR_sBM_cAll_d06_mBR4_ch01__mc150-4,,Human3R,m0_strict_human3r,Camera-translation_m,5.067034928861192,2.781206086534605,2.285828842326587
aist__gBR_sBM_cAll_d06_mBR4_ch01__mc150-4,aist__gBR_sBM_cAll_d06_mBR4_ch01__mc150-4,,Human3R,m0_strict_human3r,Boundary-camera-rotation_deg,87.06672459709308,61.23328403282729,25.833440564265793
aist__gBR_sBM_cAll_d06_mBR4_ch01__mc150-4,aist__gBR_sBM_cAll_d06_mBR4_ch01__mc150-4,,Human3R,m0_strict_human3r,Boundary-camera-translation_m,6.257910439736141,4.566458156648294,1.6914522830878465
aist__gBR_sBM_cAll_d06_mBR4_ch01__mc150-4,aist__gBR_sBM_cAll_d06_mBR4_ch01__mc150-4,,Human3R,m0_strict_human3r,Coverage,0.98,1.0,0.020000000000000018
aist__gBR_sBM_cAll_d06_mBR4_ch01__mc150-4,aist__gBR_sBM_cAll_d06_mBR4_ch01__mc150-4,,BRIDGE3R,m15_bridge3r_fixed_v19,PA-MPJPE_mm,60.46279351509142,61.20028019845748,-0.7374866833660576
aist__gBR_sBM_cAll_d06_mBR4_ch01__mc150-4,aist__gBR_sBM_cAll_d06_mBR4_ch01__mc150-4,,BRIDGE3R,m15_bridge3r_fixed_v19,Anchor-MPJPE_mm,1140.914711782348,483.38712569301174,657.5275860893362
aist__gBR_sBM_cAll_d06_mBR4_ch01__mc150-4,aist__gBR_sBM_cAll_d06_mBR4_ch01__mc150-4,,BRIDGE3R,m15_bridge3r_fixed_v19,Anchor-root_mm,1082.7223198340882,435.61799426058155,647.1043255735067
aist__gBR_sBM_cAll_d06_mBR4_ch01__mc150-4,aist__gBR_sBM_cAll_d06_mBR4_ch01__mc150-4,,BRIDGE3R,m15_bridge3r_fixed_v19,Orientation_deg,37.356760454816225,30.19363656741913,7.163123887397095
aist__gBR_sBM_cAll_d06_mBR4_ch01__mc150-4,aist__gBR_sBM_cAll_d06_mBR4_ch01__mc150-4,,BRIDGE3R,m15_bridge3r_fixed_v19,Seam-root_mm,353.60363253668066,595.8577942764209,-242.25416173974025
aist__gBR_sBM_cAll_d06_mBR4_ch01__mc150-4,aist__gBR_sBM_cAll_d06_mBR4_ch01__mc150-4,,BRIDGE3R,m15_bridge3r_fixed_v19,Seam-orientation_deg,37.89140873140574,60.64879666739776,-22.75738793599202
aist__gBR_sBM_cAll_d06_mBR4_ch01__mc150-4,aist__gBR_sBM_cAll_d06_mBR4_ch01__mc150-4,,BRIDGE3R,m15_bridge3r_fixed_v19,Camera-rotation_deg,42.534900960853875,32.98807012495478,9.546830835899094
aist__gBR_sBM_cAll_d06_mBR4_ch01__mc150-4,aist__gBR_sBM_cAll_d06_mBR4_ch01__mc150-4,,BRIDGE3R,m15_bridge3r_fixed_v19,Camera-translation_m,5.067034928861192,2.679922698125415,2.387112230735777
