split,case_id,angle_stratum,method,is_final_method,gate_enabled,candidate_W-MPJPE_mm,parent_W-MPJPE_mm,candidate_to_parent_W_ratio,W_harm_percent
development,egobody_recording_20220415_S36_S35_02_small_kinect_12_kinect_11_b02901,small,v20_gate_r025_t100_b100,False,True,126.76922194143972,187.82034533300708,0.6749493603404721,-32.505063965952786
holdout,egobody_recording_20220315_S21_S30_01_medium_kinect_13_kinect_11_b03631,medium,v20_gate_vel_r025_t075_b050,False,True,158.37733165284547,234.68338207998744,0.6748553316777475,-32.51446683222525
holdout,egobody_recording_20220315_S21_S30_01_medium_kinect_13_kinect_11_b03631,medium,v19_ungated_translation_b050,True,False,158.297793362375,234.68338207998744,0.6745164142402812,-32.54835857597188
holdout,egobody_recording_20220315_S21_S30_01_medium_kinect_13_kinect_11_b03631,medium,v20_gate_r025_t075_b050,False,True,158.297793362375,234.68338207998744,0.6745164142402812,-32.54835857597188
development,egobody_recording_20210921_S10_S11_02_medium_kinect_12_kinect_11_b02411,medium,v20_gate_r025_t100_b100,False,True,153.20055422182196,227.14463497633443,0.6744625697973606,-32.55374302026394
development,egobody_recording_20210910_S06_S05_01_small_kinect_13_kinect_12_b01411,small,v20_gate_vel_r025_t075_b050,False,True,165.8330542633757,245.9642284024825,0.6742161465528861,-32.57838534471139
holdout,egobody_recording_20211002_S03_S18_01_small_kinect_12_kinect_11_b02871,small,v17_harmony_multicue_safe,False,True,209.49878371890165,311.09635081188617,0.6734208973270196,-32.65791026729804
development,egobody_recording_20210918_S05_S06_02_medium_kinect_13_kinect_12_b02371,medium,v19_ungated_translation_b050,True,False,142.3966353134633,211.53380557095386,0.6731625468993881,-32.683745310061184
development,egobody_recording_20210918_S05_S06_02_medium_kinect_13_kinect_12_b02371,medium,v20_gate_r025_t075_b050,False,True,142.3966353134633,211.53380557095386,0.6731625468993881,-32.683745310061184
development,egobody_recording_20210918_S09_S05_01_small_kinect_12_kinect_11_b02021,small,v17_harmony_multicue_safe,False,True,129.35934736388063,192.30089377095422,0.6726923875765132,-32.730761242348684
development,egobody_recording_20210910_S06_S05_03_extreme_kinect_13_kinect_11_b02716,extreme,v19_ungated_translation_b050,True,False,233.7309863911584,347.6951803118056,0.6722295839175955,-32.77704160824045
development,egobody_recording_20211002_S18_S03_01_small_kinect_12_kinect_11_b01651,small,v17_harmony_multicue_safe,False,True,229.0792681339086,340.874038900399,0.6720349513059983,-32.79650486940017
test,egobody_recording_20220225_S24_S25_01_extreme_kinect_14_kinect_15_b02966,extreme,v19_ungated_translation_b050,True,False,227.54565407401344,338.66227962101294,0.6718954774905936,-32.810452250940635
test,egobody_recording_20220318_S32_S31_01_medium_kinect_13_kinect_14_b03251,medium,v19_ungated_translation_b050,True,False,429.7833748239459,640.0630081451608,0.671470416747588,-32.8529583252412
development,egobody_recording_20210910_S06_S05_01_medium_kinect_12_kinect_11_b01411,medium,v20_gate_r025_t100_b100,False,True,119.50188333309237,178.0994264989627,0.6709840996247586,-32.901590037524144
development,egobody_recording_20220312_S28_S29_05_medium_kinect_15_kinect_12_b03681,medium,v19_ungated_translation_b050,True,False,202.39838701580587,301.76590066145593,0.670713246831927,-32.9286753168073
holdout,egobody_recording_20211002_S03_S18_02_extreme_kinect_11_kinect_13_b04461,extreme,v17_harmony_multicue_safe,False,True,298.7210763453141,445.4432728104239,0.6706153052005945,-32.938469479940544
development,egobody_recording_20220215_S22_S21_02_extreme_kinect_15_kinect_14_b02681,extreme,v19_ungated_translation_b050,True,False,329.36556599478484,491.36340463406117,0.6703095161107432,-32.96904838892568
development,egobody_recording_20210929_S15_S11_02_extreme_kinect_11_kinect_13_b04466,extreme,v19_ungated_translation_b050,True,False,397.1505942102324,592.7961810420537,0.6699614587801436,-33.00385412198564
holdout,egobody_recording_20211002_S03_S18_03_extreme_kinect_11_kinect_13_b02681,extreme,v19_ungated_translation_b050,True,False,308.7303847857457,460.93285913491496,0.6697946971391344,-33.020530286086554
development,egobody_recording_20210923_S14_S03_03_medium_kinect_12_kinect_11_b02456,medium,v20_gate_vel_r025_t075_b050,False,True,187.92040382580993,280.5989157968025,0.6697117958997878,-33.02882041002122
development,egobody_recording_20210923_S14_S03_03_medium_kinect_12_kinect_11_b02456,medium,v19_ungated_translation_b050,True,False,187.70686980443008,280.5989157968025,0.668950802149069,-33.1049197850931
development,egobody_recording_20210923_S14_S03_03_medium_kinect_12_kinect_11_b02456,medium,v20_gate_r025_t075_b050,False,True,187.70686980443008,280.5989157968025,0.668950802149069,-33.1049197850931
development,egobody_recording_20210910_S06_S05_03_medium_kinect_12_kinect_11_b02716,medium,v20_gate_r025_t100_b100,False,True,136.15218464833487,203.73047140130308,0.6682956344814309,-33.17043655185691
development,egobody_recording_20220215_S22_S21_04_extreme_kinect_14_kinect_15_b03046,extreme,v19_ungated_translation_b050,True,False,216.48742934489778,324.38020283071023,0.6673879215060474,-33.261207849395255
development,egobody_recording_20220312_S28_S29_06_small_kinect_11_kinect_15_b03326,small,v20_gate_r025_t100_b100,False,True,170.98061342378713,256.29214945331364,0.6671316846360644,-33.28683153639356
test,egobody_recording_20210911_S03_S08_02_extreme_kinect_11_kinect_13_b03471,extreme,v19_ungated_translation_b050,True,False,258.0327772607789,387.1181297069599,0.6665479022026278,-33.34520977973722
development,egobody_recording_20210921_S10_S11_02_medium_kinect_12_kinect_11_b02411,medium,v17_harmony_multicue_safe,False,True,151.28575233501692,227.14463497633443,0.6660326903639127,-33.39673096360873
development,egobody_recording_20220218_S02_S23_02_medium_kinect_13_kinect_11_b03751,medium,v20_gate_vel_r025_t075_b050,False,True,205.78697555779746,309.088523640632,0.6657865298067807,-33.421347019321935
holdout,egobody_recording_20211002_S03_S18_01_small_kinect_12_kinect_11_b02871,small,v19_ungated_translation_b050,True,False,207.0174071847235,311.09635081188617,0.6654446657585606,-33.45553342414394
development,egobody_recording_20211002_S18_S03_01_small_kinect_12_kinect_11_b01651,small,v20_gate_r025_t100_b100,False,True,226.79303924001374,340.874038900399,0.6653279902793685,-33.46720097206315
development,egobody_recording_20210923_S05_S13_02_extreme_kinect_13_kinect_11_b04071,extreme,v19_ungated_translation_b050,True,False,184.39254513989056,277.1556044613289,0.665303324817372,-33.4696675182628
development,egobody_recording_20220312_S28_S29_06_small_kinect_11_kinect_15_b03326,small,v17_harmony_multicue_safe,False,True,170.4917575697389,256.29214945331364,0.6652242682165955,-33.47757317834045
development,egobody_recording_20220415_S36_S35_02_small_kinect_12_kinect_11_b02901,small,v17_harmony_multicue_safe,False,True,124.9294517409188,187.82034533300708,0.665153988080566,-33.4846011919434
development,egobody_recording_20210911_S07_S06_02_extreme_kinect_11_kinect_13_b01351,extreme,v19_ungated_translation_b050,True,False,244.0697941294644,367.0508974975107,0.6649480924675295,-33.50519075324705
development,egobody_recording_20220215_S22_S21_04_small_kinect_11_kinect_12_b03046,small,v17_harmony_multicue_safe,False,True,109.51717494645617,164.74045565788302,0.6647861602003262,-33.52138397996738
development,egobody_recording_20220218_S02_S23_02_medium_kinect_13_kinect_11_b03751,medium,v19_ungated_translation_b050,True,False,205.44590082971763,309.088523640632,0.6646830442290489,-33.531695577095114
development,egobody_recording_20220218_S02_S23_02_medium_kinect_13_kinect_11_b03751,medium,v20_gate_r025_t075_b050,False,True,205.44590082971763,309.088523640632,0.6646830442290489,-33.531695577095114
development,egobody_recording_20210911_S07_S06_03_extreme_kinect_11_kinect_13_b02231,extreme,v19_ungated_translation_b050,True,False,291.43667071710166,439.3412372208775,0.6633492284053062,-33.665077159469384
development,egobody_recording_20220215_S22_S21_04_medium_kinect_14_kinect_12_b03046,medium,v19_ungated_translation_b050,True,False,174.920610519919,264.10751685601224,0.6623083379155895,-33.76916620844105
development,egobody_recording_20220215_S22_S21_04_medium_kinect_14_kinect_12_b03046,medium,v20_gate_r025_t075_b050,False,True,174.920610519919,264.10751685601224,0.6623083379155895,-33.76916620844105
development,egobody_recording_20210911_S08_S03_02_extreme_kinect_13_kinect_11_b02326,extreme,v19_ungated_translation_b050,True,False,205.571589985776,310.7405314073326,0.6615538341739642,-33.84461658260358
development,egobody_recording_20210910_S06_S05_01_extreme_kinect_13_kinect_11_b01411,extreme,v19_ungated_translation_b050,True,False,209.10198584862638,316.1027212156176,0.6615001131420041,-33.849988685799595
development,egobody_recording_20210910_S06_S05_01_extreme_kinect_13_kinect_11_b01411,extreme,v20_gate_r025_t075_b050,False,True,209.10198584862638,316.1027212156176,0.6615001131420041,-33.849988685799595
development,egobody_recording_20220215_S22_S21_02_medium_kinect_14_kinect_12_b02681,medium,v20_gate_vel_r025_t075_b050,False,True,177.52640428393642,268.48269828035126,0.661221022512826,-33.8778977487174
development,egobody_recording_20220215_S22_S21_04_medium_kinect_14_kinect_12_b03046,medium,v20_gate_vel_r025_t075_b050,False,True,174.50441969179545,264.10751685601224,0.6607324992833613,-33.92675007166387
development,egobody_recording_20210910_S06_S05_01_extreme_kinect_13_kinect_11_b01411,extreme,v20_gate_vel_r025_t075_b050,False,True,208.75929988924673,316.1027212156176,0.6604160163077161,-33.95839836922839
development,egobody_recording_20210910_S06_S05_03_medium_kinect_12_kinect_11_b02716,medium,v17_harmony_multicue_safe,False,True,134.5435081770782,203.73047140130308,0.660399533028409,-33.96004669715909
test,egobody_recording_20211004_S20_S12_01_small_kinect_12_kinect_11_b02766,small,v19_ungated_translation_b050,True,False,290.3211384707095,439.61671254125054,0.660396045438031,-33.9603954561969
development,egobody_recording_20210923_S13_S05_01_extreme_kinect_11_kinect_13_b02401,extreme,v19_ungated_translation_b050,True,False,236.3374650507911,358.2555078618116,0.6596896903590734,-34.03103096409266
development,egobody_recording_20220215_S22_S21_02_medium_kinect_14_kinect_12_b02681,medium,v19_ungated_translation_b050,True,False,176.9322553717777,268.48269828035126,0.6590080348009016,-34.09919651990984
development,egobody_recording_20220215_S22_S21_02_medium_kinect_14_kinect_12_b02681,medium,v20_gate_r025_t075_b050,False,True,176.9322553717777,268.48269828035126,0.6590080348009016,-34.09919651990984
development,egobody_recording_20210923_S14_S03_02_extreme_kinect_11_kinect_13_b01601,extreme,v19_ungated_translation_b050,True,False,263.4573676724988,400.1591618910636,0.6583814460912443,-34.16185539087557
development,egobody_recording_20220215_S22_S21_03_small_kinect_11_kinect_12_b01686,small,v20_gate_r025_t100_b100,False,True,97.95943404154886,148.96284329651783,0.6576098567516989,-34.23901432483011
holdout,egobody_recording_20220215_S21_S22_02_extreme_kinect_15_kinect_14_b03131,extreme,v19_ungated_translation_b050,True,False,281.7495332426152,428.9947260722724,0.6567668927359939,-34.323310726400614
development,egobody_recording_20220415_S36_S35_02_medium_kinect_13_kinect_15_b02901,medium,v20_gate_vel_r025_t075_b050,False,True,205.9022314243807,313.9486168321904,0.6558469137465195,-34.415308625348054
development,egobody_recording_20220415_S36_S35_02_medium_kinect_13_kinect_15_b02901,medium,v19_ungated_translation_b050,True,False,205.75001923342083,313.9486168321904,0.6553620822078566,-34.46379177921434
development,egobody_recording_20220415_S36_S35_02_medium_kinect_13_kinect_15_b02901,medium,v20_gate_r025_t075_b050,False,True,205.75001923342083,313.9486168321904,0.6553620822078566,-34.46379177921434
development,egobody_recording_20220218_S02_S23_02_extreme_kinect_15_kinect_13_b03751,extreme,v19_ungated_translation_b050,True,False,326.8030385469919,499.32723834575444,0.6544867042095953,-34.55132957904047
development,egobody_recording_20210907_S02_S01_01_medium_kinect_12_kinect_13_b02196,medium,v20_gate_r025_t100_b100,False,True,153.59433802862972,235.32886150513232,0.6526795610460214,-34.73204389539786
holdout,egobody_recording_20210921_S11_S10_01_medium_kinect_12_kinect_11_b01526,medium,v17_harmony_multicue_safe,False,True,144.2397910197406,221.17634348988722,0.65214836606762,-34.78516339323801
development,egobody_recording_20220215_S22_S21_03_small_kinect_11_kinect_12_b01686,small,v17_harmony_multicue_safe,False,True,97.02524205961515,148.96284329651783,0.6513385480061068,-34.86614519938932
development,egobody_recording_20210907_S02_S01_01_medium_kinect_12_kinect_13_b02196,medium,v17_harmony_multicue_safe,False,True,153.12255140005374,235.32886150513232,0.6506747639057195,-34.932523609428046
development,egobody_recording_20220415_S36_S35_01_extreme_kinect_14_kinect_13_b02676,extreme,v19_ungated_translation_b050,True,False,212.940166746828,327.590233561199,0.6500198874428514,-34.99801125571486
development,egobody_recording_20220415_S36_S35_01_extreme_kinect_14_kinect_13_b02676,extreme,v20_gate_r025_t075_b050,False,True,212.940166746828,327.590233561199,0.6500198874428514,-34.99801125571486
development,egobody_recording_20220312_S28_S29_04_small_kinect_15_kinect_11_b02691,small,v20_gate_r025_t100_b100,False,True,119.01501184513397,183.10214005602666,0.6499924676397396,-35.000753236026036
development,egobody_recording_20210921_S10_S11_01_medium_kinect_12_kinect_11_b02266,medium,v20_gate_vel_r025_t075_b050,False,True,154.51051698386567,238.17587037077573,0.6487244771829085,-35.12755228170915
holdout,egobody_recording_20211002_S03_S18_04_medium_kinect_12_kinect_13_b04526,medium,v19_ungated_translation_b050,True,False,239.7907280596017,369.6827715096112,0.6486391753675962,-35.136082463240385
test,egobody_recording_20220312_S29_S28_03_medium_kinect_15_kinect_12_b03281,medium,v19_ungated_translation_b050,True,False,138.7391989495104,214.22062514014735,0.6476463172430036,-35.23536827569964
development,egobody_recording_20220415_S36_S35_01_extreme_kinect_14_kinect_13_b02676,extreme,v20_gate_vel_r025_t075_b050,False,True,212.1553120793341,327.590233561199,0.6476240447494909,-35.237595525050914
development,egobody_recording_20220312_S28_S29_04_small_kinect_15_kinect_11_b02691,small,v17_harmony_multicue_safe,False,True,118.49918095387093,183.10214005602666,0.6471752919851831,-35.28247080148169
development,egobody_recording_20210921_S10_S11_01_medium_kinect_12_kinect_11_b02266,medium,v19_ungated_translation_b050,True,False,153.98247815610281,238.17587037077573,0.6465074649098312,-35.349253509016876
development,egobody_recording_20210921_S10_S11_01_medium_kinect_12_kinect_11_b02266,medium,v20_gate_r025_t075_b050,False,True,153.98247815610281,238.17587037077573,0.6465074649098312,-35.349253509016876
development,egobody_recording_20220312_S28_S29_04_extreme_kinect_15_kinect_14_b02691,extreme,v19_ungated_translation_b050,True,False,261.4848714718218,404.5101436666168,0.6464235213031606,-35.35764786968394
test,egobody_recording_20211004_S20_S12_02_small_kinect_12_kinect_11_b01446,small,v19_ungated_translation_b050,True,False,217.2738216874289,336.38894443775064,0.64590060190767,-35.409939809233
development,egobody_recording_20210911_S08_S03_03_extreme_kinect_11_kinect_13_b03066,extreme,v19_ungated_translation_b050,True,False,254.8691623853786,396.1633893501744,0.6433435527786646,-35.665644722133536
development,egobody_recording_20210911_S08_S03_03_small_kinect_12_kinect_13_b03066,small,v20_gate_r025_t100_b100,False,True,175.52820607191245,273.23925709818354,0.6423974649032207,-35.76025350967793
development,egobody_recording_20210923_S05_S13_01_medium_kinect_12_kinect_11_b02761,medium,v19_ungated_translation_b050,True,False,134.2476551311694,209.02992929124773,0.6422413076747402,-35.77586923252598
holdout,egobody_recording_20220315_S21_S30_05_small_kinect_11_kinect_12_b02151,small,v17_harmony_multicue_safe,False,True,144.80978919266403,225.56801233940666,0.6419783890934513,-35.80216109065487
development,egobody_recording_20210910_S06_S05_01_medium_kinect_12_kinect_11_b01411,medium,v17_harmony_multicue_safe,False,True,114.23800308508798,178.0994264989627,0.6414282478655445,-35.857175213445544
development,egobody_recording_20220315_S30_S21_01_medium_kinect_13_kinect_11_b02671,medium,v20_gate_r025_t100_b100,False,True,154.31305587641498,241.37790499197519,0.6393006678947903,-36.069933210520965
development,egobody_recording_20210911_S06_S07_02_small_kinect_13_kinect_12_b02246,small,v20_gate_r025_t100_b100,False,True,146.86308733010577,230.03856054765416,0.6384281269212777,-36.15718730787223
holdout,egobody_recording_20220315_S21_S30_01_small_kinect_12_kinect_11_b03631,small,v17_harmony_multicue_safe,False,True,139.43757094151397,219.06152505900056,0.6365224148967227,-36.34775851032773
development,egobody_recording_20210918_S05_S06_03_extreme_kinect_13_kinect_11_b01956,extreme,v20_gate_vel_r025_t075_b050,False,True,174.14441852193437,274.00866966851385,0.6355434619372016,-36.44565380627984
development,egobody_recording_20210911_S06_S07_02_small_kinect_13_kinect_12_b02246,small,v17_harmony_multicue_safe,False,True,146.10740237209882,230.03856054765416,0.635143090898587,-36.4856909101413
development,egobody_recording_20210918_S05_S06_03_extreme_kinect_13_kinect_11_b01956,extreme,v19_ungated_translation_b050,True,False,173.86168594617266,274.00866966851385,0.634511623871261,-36.548837612873896
development,egobody_recording_20210918_S05_S06_03_extreme_kinect_13_kinect_11_b01956,extreme,v20_gate_r025_t075_b050,False,True,173.86168594617266,274.00866966851385,0.634511623871261,-36.548837612873896
development,egobody_recording_20220215_S22_S21_03_medium_kinect_14_kinect_12_b01686,medium,v20_gate_vel_r025_t075_b050,False,True,156.59761668324384,246.91803050212204,0.6342089168814183,-36.579108311858164
development,egobody_recording_20220215_S22_S21_03_medium_kinect_14_kinect_12_b01686,medium,v19_ungated_translation_b050,True,False,156.47904993449367,246.91803050212204,0.633728730203641,-36.627126979635904
development,egobody_recording_20220215_S22_S21_03_medium_kinect_14_kinect_12_b01686,medium,v20_gate_r025_t075_b050,False,True,156.47904993449367,246.91803050212204,0.633728730203641,-36.627126979635904
test,egobody_recording_20220225_S27_S26_04_medium_kinect_15_kinect_12_b03731,medium,v19_ungated_translation_b050,True,False,186.18866790006973,293.9569590957988,0.6333875152089594,-36.66124847910406
development,egobody_recording_20210911_S08_S03_03_small_kinect_12_kinect_13_b03066,small,v17_harmony_multicue_safe,False,True,172.92838224911054,273.23925709818354,0.6328826395065621,-36.71173604934379
development,egobody_recording_20211002_S18_S03_02_extreme_kinect_13_kinect_11_b02781,extreme,v20_gate_vel_r025_t075_b050,False,True,194.66151673237974,307.8964397747224,0.6322304891696933,-36.776951083030674
development,egobody_recording_20210923_S14_S03_02_small_kinect_13_kinect_12_b01601,small,v20_gate_r025_t100_b100,False,True,152.34742312542716,241.36842249028967,0.6311820807113082,-36.88179192886918
development,egobody_recording_20211002_S18_S03_02_extreme_kinect_13_kinect_11_b02781,extreme,v19_ungated_translation_b050,True,False,194.02125688332447,307.8964397747224,0.6301510242381606,-36.98489757618394
development,egobody_recording_20211002_S18_S03_02_extreme_kinect_13_kinect_11_b02781,extreme,v20_gate_r025_t075_b050,False,True,194.02125688332447,307.8964397747224,0.6301510242381606,-36.98489757618394
test,egobody_recording_20220415_S35_S36_02_extreme_kinect_13_kinect_14_b02241,extreme,v19_ungated_translation_b050,True,False,235.16200525142276,373.4505803048016,0.6297004681569622,-37.02995318430378
development,egobody_recording_20220312_S28_S29_01_extreme_kinect_14_kinect_15_b03226,extreme,v19_ungated_translation_b050,True,False,321.6237242796505,511.95851723383413,0.628222235694832,-37.17777643051679
development,egobody_recording_20220315_S30_S21_01_medium_kinect_13_kinect_11_b02671,medium,v17_harmony_multicue_safe,False,True,151.5546621268424,241.37790499197519,0.6278729701124921,-37.21270298875079
test,egobody_recording_20211004_S20_S12_02_extreme_kinect_13_kinect_11_b01446,extreme,v19_ungated_translation_b050,True,False,172.0999642349411,274.1484645877772,0.6277619117572621,-37.22380882427379
holdout,egobody_recording_20211002_S03_S18_01_medium_kinect_12_kinect_13_b02871,medium,v19_ungated_translation_b050,True,False,226.02058112849636,360.29649216654127,0.6273182949114641,-37.26817050885359
development,egobody_recording_20210911_S07_S06_03_small_kinect_13_kinect_12_b02231,small,v17_harmony_multicue_safe,False,True,145.33489848977962,232.48049034052184,0.6251487953974236,-37.48512046025764
development,egobody_recording_20210911_S07_S06_03_small_kinect_13_kinect_12_b02231,small,v20_gate_r025_t100_b100,False,True,145.29441502934048,232.48049034052184,0.6249746583746575,-37.50253416253425
development,egobody_recording_20211004_S19_S06_02_small_kinect_12_kinect_11_b02621,small,v20_gate_r025_t100_b100,False,True,283.84426639479034,454.36432841122405,0.6247063174772296,-37.52936825227704
test,egobody_recording_20220318_S34_S33_03_extreme_kinect_11_kinect_14_b03186,extreme,v19_ungated_translation_b050,True,False,365.871771107989,586.00992300637,0.6243439859021158,-37.56560140978842
test,egobody_recording_20220318_S31_S32_01_medium_kinect_14_kinect_13_b03185,medium,v19_ungated_translation_b050,True,False,315.633663570594,506.12936975172573,0.6236225013486639,-37.63774986513361
development,egobody_recording_20220215_S22_S21_01_medium_kinect_14_kinect_12_b02706,medium,v20_gate_vel_r025_t075_b050,False,True,176.14103152967627,282.8524304537067,0.622731193248504,-37.7268806751496
development,egobody_recording_20210923_S14_S03_02_small_kinect_13_kinect_12_b01601,small,v17_harmony_multicue_safe,False,True,150.12542851271758,241.36842249028967,0.6219762592132663,-37.802374078673374
development,egobody_recording_20220312_S28_S29_06_medium_kinect_12_kinect_15_b03326,medium,v20_gate_r025_t100_b100,False,True,207.59715910892567,334.2098484149283,0.6211581139619489,-37.884188603805114
development,egobody_recording_20220315_S30_S21_01_extreme_kinect_11_kinect_14_b02671,extreme,v19_ungated_translation_b050,True,False,189.21172911909972,305.053194998898,0.6202581458613579,-37.97418541386421
development,egobody_recording_20220215_S22_S21_01_medium_kinect_14_kinect_12_b02706,medium,v19_ungated_translation_b050,True,False,175.3829865010505,282.8524304537067,0.6200511914277319,-37.99488085722681
development,egobody_recording_20220215_S22_S21_01_medium_kinect_14_kinect_12_b02706,medium,v20_gate_r025_t075_b050,False,True,175.3829865010505,282.8524304537067,0.6200511914277319,-37.99488085722681
development,egobody_recording_20211002_S18_S03_02_small_kinect_12_kinect_11_b02781,small,v20_gate_vel_r025_t075_b050,False,True,201.4093866451036,326.344978248473,0.6171671086409494,-38.283289135905065
development,egobody_recording_20211002_S18_S03_02_small_kinect_12_kinect_11_b02781,small,v19_ungated_translation_b050,True,False,201.2673694603885,326.344978248473,0.6167319336139662,-38.32680663860339
development,egobody_recording_20211002_S18_S03_02_small_kinect_12_kinect_11_b02781,small,v20_gate_r025_t075_b050,False,True,201.2673694603885,326.344978248473,0.6167319336139662,-38.32680663860339
holdout,egobody_recording_20220218_S23_S02_02_medium_kinect_11_kinect_13_b02501,medium,v19_ungated_translation_b050,True,False,187.621036169849,304.28226321718944,0.6166019477643019,-38.33980522356981
holdout,egobody_recording_20220218_S23_S02_02_medium_kinect_11_kinect_13_b02501,medium,v20_gate_r025_t075_b050,False,True,187.621036169849,304.28226321718944,0.6166019477643019,-38.33980522356981
development,egobody_recording_20210911_S08_S03_01_extreme_kinect_11_kinect_13_b02986,extreme,v19_ungated_translation_b050,True,False,251.6538146475537,408.46616117304455,0.6160946452084237,-38.39053547915763
development,egobody_recording_20211004_S19_S06_02_small_kinect_12_kinect_11_b02621,small,v17_harmony_multicue_safe,False,True,279.87440697738094,454.36432841122405,0.6159691451924008,-38.40308548075993
development,egobody_recording_20210918_S05_S06_02_extreme_kinect_11_kinect_13_b02371,extreme,v19_ungated_translation_b050,True,False,98.49096995785447,159.90194312926425,0.6159460481242224,-38.40539518757776
development,egobody_recording_20210918_S05_S06_02_extreme_kinect_11_kinect_13_b02371,extreme,v20_gate_r015_t050_b050,False,True,98.49096995785447,159.90194312926425,0.6159460481242224,-38.40539518757776
development,egobody_recording_20210918_S05_S06_02_extreme_kinect_11_kinect_13_b02371,extreme,v20_gate_r025_t075_b050,False,True,98.49096995785447,159.90194312926425,0.6159460481242224,-38.40539518757776
test,egobody_recording_20220225_S27_S26_02_extreme_kinect_15_kinect_14_b03911,extreme,v19_ungated_translation_b050,True,False,282.34235923596117,458.53786556174396,0.6157449153955261,-38.42550846044739
holdout,egobody_recording_20220218_S23_S02_02_medium_kinect_11_kinect_13_b02501,medium,v20_gate_vel_r025_t075_b050,False,True,187.2310724281512,304.28226321718944,0.6153203622470433,-38.467963775295665
development,egobody_recording_20210918_S05_S06_02_extreme_kinect_11_kinect_13_b02371,extreme,v20_gate_vel_r025_t075_b050,False,True,98.3535125560981,159.90194312926425,0.6150864125308935,-38.491358746910656
development,egobody_recording_20211002_S15_S17_01_medium_kinect_12_kinect_13_b03246,medium,v20_gate_vel_r025_t075_b050,False,True,169.32825799309356,276.6019915301462,0.6121729531171465,-38.78270468828535
development,egobody_recording_20220312_S28_S29_06_medium_kinect_12_kinect_15_b03326,medium,v17_harmony_multicue_safe,False,True,204.48747628319182,334.2098484149283,0.6118535323032028,-38.81464676967972
test,egobody_recording_20220312_S29_S28_02_medium_kinect_15_kinect_12_b01761,medium,v19_ungated_translation_b050,True,False,142.0911054308598,232.34903644832477,0.6115416168831902,-38.84583831168098
development,egobody_recording_20210921_S10_S11_01_medium_kinect_12_kinect_11_b02266,medium,v17_harmony_multicue_safe,False,True,145.35348560814285,238.17587037077573,0.6102779655297011,-38.972203447029884
holdout,egobody_recording_20220218_S23_S02_01_extreme_kinect_13_kinect_15_b02751,extreme,v19_ungated_translation_b050,True,False,408.3093349105429,670.452072663385,0.6090059999196146,-39.09940000803854
test,egobody_recording_20220225_S24_S25_01_medium_kinect_15_kinect_12_b02966,medium,v19_ungated_translation_b050,True,False,187.92400508477286,308.79236283607895,0.6085772438113422,-39.14227561886578
development,egobody_recording_20220218_S02_S23_02_small_kinect_12_kinect_11_b03751,small,v20_gate_r025_t100_b100,False,True,119.81162115577449,197.31808180345251,0.6072004149884155,-39.279958501158454
development,egobody_recording_20210921_S10_S11_02_extreme_kinect_13_kinect_11_b02411,extreme,v19_ungated_translation_b050,True,False,202.34811766313229,333.669063530341,0.6064335588148779,-39.35664411851221
holdout,egobody_recording_20220315_S21_S30_03_extreme_kinect_11_kinect_14_b03631,extreme,v19_ungated_translation_b050,True,False,243.38092349542606,401.5600168301686,0.6060885379391717,-39.39114620608283
holdout,egobody_recording_20211002_S03_S18_01_extreme_kinect_13_kinect_11_b02871,extreme,v17_harmony_multicue_safe,False,True,247.41392865975914,408.27918912908876,0.6059920153841895,-39.400798461581054
development,egobody_recording_20211002_S15_S17_01_medium_kinect_12_kinect_13_b03246,medium,v19_ungated_translation_b050,True,False,167.3369183810684,276.6019915301462,0.6049736571142176,-39.50263428857824
development,egobody_recording_20211002_S15_S17_01_medium_kinect_12_kinect_13_b03246,medium,v20_gate_r025_t075_b050,False,True,167.3369183810684,276.6019915301462,0.6049736571142176,-39.50263428857824
development,egobody_recording_20220218_S02_S23_02_small_kinect_12_kinect_11_b03751,small,v17_harmony_multicue_safe,False,True,119.20405918960572,197.31808180345251,0.6041213156954579,-39.58786843045421
development,egobody_recording_20210911_S07_S06_01_small_kinect_13_kinect_12_b02166,small,v20_gate_r025_t100_b100,False,True,145.47210017270828,240.84823890971688,0.6039990195952365,-39.600098040476354
holdout,egobody_recording_20220315_S21_S30_03_medium_kinect_13_kinect_11_b03631,medium,v17_harmony_multicue_safe,False,True,150.7745155416451,249.6451720490665,0.6039552630002839,-39.60447369997161
development,egobody_recording_20211002_S15_S17_02_small_kinect_12_kinect_11_b02431,small,v20_gate_r025_t100_b100,False,True,128.36720419219054,212.88635192932378,0.6029846583815163,-39.70153416184837
development,egobody_recording_20220312_S28_S29_02_extreme_kinect_14_kinect_15_b02676,extreme,v19_ungated_translation_b050,True,False,286.7934649655338,478.7376698310106,0.599061830807609,-40.0938169192391
development,egobody_recording_20211002_S18_S03_02_medium_kinect_12_kinect_13_b02781,medium,v17_harmony_multicue_safe,False,True,171.54860189888998,286.4799474127569,0.5988153916117723,-40.11846083882277
holdout,egobody_recording_20211002_S03_S18_04_extreme_kinect_11_kinect_13_b04526,extreme,v17_harmony_multicue_safe,False,True,285.35989709444584,476.61378376616153,0.5987235510470474,-40.127644895295255
development,egobody_recording_20210923_S05_S13_02_medium_kinect_12_kinect_11_b04071,medium,v17_harmony_multicue_safe,False,True,133.74399299191447,223.38822395761127,0.5987065505175997,-40.12934494824003
